STATISTIC,Statistic Label,TLIST(A1),Year,C04313V05092,Type of Expenditure on Education,UNIT,VALUE
CEPHA18C01,Government Expenditure on Education,1954,1954,120,Teacher Salary - Primary Education,£,6815000
CEPHA18C01,Government Expenditure on Education,1954,1954,130,Teacher Pension - Primary Education,£,931000
CEPHA18C01,Government Expenditure on Education,1954,1954,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1954,1954,140,Miscellaneous - Primary Education,£,297000
CEPHA18C01,Government Expenditure on Education,1954,1954,150,Appropriations in Aid (deduct) - Primary Education,£,110000
CEPHA18C01,Government Expenditure on Education,1954,1954,160,Total Primary Education,£,8092000
CEPHA18C01,Government Expenditure on Education,1954,1954,170,Total Secondary Education,£,1411000
CEPHA18C01,Government Expenditure on Education,1954,1954,180,State funds - Technical (Vocational),£,958000
CEPHA18C01,Government Expenditure on Education,1954,1954,190,Local rates - Technical (Vocational),£,488000
CEPHA18C01,Government Expenditure on Education,1954,1954,200,Total Technical (Vocational),£,1446000
CEPHA18C01,Government Expenditure on Education,1954,1954,210,Total Universities and Colleges,£,1132000
CEPHA18C01,Government Expenditure on Education,1954,1954,220,Total Dublin Institute for Advanced Studies,£,63000
CEPHA18C01,Government Expenditure on Education,1954,1954,230,Total Science and Art,£,173000
CEPHA18C01,Government Expenditure on Education,1954,1954,240,Total Reformatory and Industrial Schools,£,220000
CEPHA18C01,Government Expenditure on Education,1954,1954,250,Total Education Expenditure,£,12878000
CEPHA18C01,Government Expenditure on Education,1954,1954,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1954,1954,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1954,1954,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1954,1954,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1954,1954,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1954,1954,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1954,1954,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1954,1954,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1954,1954,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1954,1954,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1955,1955,100,Administration,£,341000
CEPHA18C01,Government Expenditure on Education,1955,1955,110,Teacher Training - Primary Education,£,169000
CEPHA18C01,Government Expenditure on Education,1955,1955,120,Teacher Salary - Primary Education,£,7073000
CEPHA18C01,Government Expenditure on Education,1955,1955,130,Teacher Pension - Primary Education,£,914000
CEPHA18C01,Government Expenditure on Education,1955,1955,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1955,1955,140,Miscellaneous - Primary Education,£,305000
CEPHA18C01,Government Expenditure on Education,1955,1955,150,Appropriations in Aid (deduct) - Primary Education,£,110000
CEPHA18C01,Government Expenditure on Education,1955,1955,160,Total Primary Education,£,8352000
CEPHA18C01,Government Expenditure on Education,1955,1955,170,Total Secondary Education,£,1752000
CEPHA18C01,Government Expenditure on Education,1955,1955,180,State funds - Technical (Vocational),£,1051000
CEPHA18C01,Government Expenditure on Education,1955,1955,190,Local rates - Technical (Vocational),£,537000
CEPHA18C01,Government Expenditure on Education,1955,1955,200,Total Technical (Vocational),£,1587000
CEPHA18C01,Government Expenditure on Education,1955,1955,210,Total Universities and Colleges,£,915000
CEPHA18C01,Government Expenditure on Education,1955,1955,220,Total Dublin Institute for Advanced Studies,£,66000
CEPHA18C01,Government Expenditure on Education,1955,1955,230,Total Science and Art,£,181000
CEPHA18C01,Government Expenditure on Education,1955,1955,240,Total Reformatory and Industrial Schools,£,209000
CEPHA18C01,Government Expenditure on Education,1955,1955,250,Total Education Expenditure,£,13403000
CEPHA18C01,Government Expenditure on Education,1955,1955,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1955,1955,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1955,1955,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1955,1955,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1955,1955,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1955,1955,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1955,1955,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1955,1955,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1955,1955,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1955,1955,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1956,1956,100,Administration,£,348000
CEPHA18C01,Government Expenditure on Education,1956,1956,110,Teacher Training - Primary Education,£,182000
CEPHA18C01,Government Expenditure on Education,1956,1956,120,Teacher Salary - Primary Education,£,7223000
CEPHA18C01,Government Expenditure on Education,1956,1956,130,Teacher Pension - Primary Education,£,923000
CEPHA18C01,Government Expenditure on Education,1956,1956,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1956,1956,140,Miscellaneous - Primary Education,£,173000
CEPHA18C01,Government Expenditure on Education,1956,1956,150,Appropriations in Aid (deduct) - Primary Education,£,115000
CEPHA18C01,Government Expenditure on Education,1956,1956,160,Total Primary Education,£,8386000
CEPHA18C01,Government Expenditure on Education,1956,1956,170,Total Secondary Education,£,1776000
CEPHA18C01,Government Expenditure on Education,1956,1956,180,State funds - Technical (Vocational),£,1099000
CEPHA18C01,Government Expenditure on Education,1956,1956,190,Local rates - Technical (Vocational),£,577000
CEPHA18C01,Government Expenditure on Education,1956,1956,200,Total Technical (Vocational),£,1676000
CEPHA18C01,Government Expenditure on Education,1956,1956,210,Total Universities and Colleges,£,904000
CEPHA18C01,Government Expenditure on Education,1956,1956,220,Total Dublin Institute for Advanced Studies,£,63000
CEPHA18C01,Government Expenditure on Education,1956,1956,230,Total Science and Art,£,183000
CEPHA18C01,Government Expenditure on Education,1956,1956,240,Total Reformatory and Industrial Schools,£,423000
CEPHA18C01,Government Expenditure on Education,1956,1956,250,Total Education Expenditure,£,13759000
CEPHA18C01,Government Expenditure on Education,1956,1956,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1956,1956,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1956,1956,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1956,1956,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1956,1956,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1956,1956,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1956,1956,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1956,1956,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1956,1956,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1956,1956,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1957,1957,100,Administration,£,368000
CEPHA18C01,Government Expenditure on Education,1957,1957,110,Teacher Training - Primary Education,£,182000
CEPHA18C01,Government Expenditure on Education,1957,1957,120,Teacher Salary - Primary Education,£,7838000
CEPHA18C01,Government Expenditure on Education,1957,1957,130,Teacher Pension - Primary Education,£,982000
CEPHA18C01,Government Expenditure on Education,1957,1957,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1957,1957,140,Miscellaneous - Primary Education,£,200000
CEPHA18C01,Government Expenditure on Education,1957,1957,150,Appropriations in Aid (deduct) - Primary Education,£,121000
CEPHA18C01,Government Expenditure on Education,1957,1957,160,Total Primary Education,£,9081000
CEPHA18C01,Government Expenditure on Education,1957,1957,170,Total Secondary Education,£,1847000
CEPHA18C01,Government Expenditure on Education,1957,1957,180,State funds - Technical (Vocational),£,1135000
CEPHA18C01,Government Expenditure on Education,1957,1957,190,Local rates - Technical (Vocational),£,616000
CEPHA18C01,Government Expenditure on Education,1957,1957,200,Total Technical (Vocational),£,1751000
CEPHA18C01,Government Expenditure on Education,1957,1957,210,Total Universities and Colleges,£,1065000
CEPHA18C01,Government Expenditure on Education,1957,1957,220,Total Dublin Institute for Advanced Studies,£,63000
CEPHA18C01,Government Expenditure on Education,1957,1957,230,Total Science and Art,£,173000
CEPHA18C01,Government Expenditure on Education,1957,1957,240,Total Reformatory and Industrial Schools,£,399000
CEPHA18C01,Government Expenditure on Education,1957,1957,250,Total Education Expenditure,£,14747000
CEPHA18C01,Government Expenditure on Education,1957,1957,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1957,1957,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1957,1957,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1957,1957,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1957,1957,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1957,1957,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1957,1957,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1957,1957,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1957,1957,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1957,1957,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1958,1958,100,Administration,£,366000
CEPHA18C01,Government Expenditure on Education,1958,1958,110,Teacher Training - Primary Education,£,238000
CEPHA18C01,Government Expenditure on Education,1958,1958,120,Teacher Salary - Primary Education,£,7879000
CEPHA18C01,Government Expenditure on Education,1958,1958,130,Teacher Pension - Primary Education,£,963000
CEPHA18C01,Government Expenditure on Education,1958,1958,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1958,1958,140,Miscellaneous - Primary Education,£,157000
CEPHA18C01,Government Expenditure on Education,1958,1958,150,Appropriations in Aid (deduct) - Primary Education,£,127000
CEPHA18C01,Government Expenditure on Education,1958,1958,160,Total Primary Education,£,9110000
CEPHA18C01,Government Expenditure on Education,1958,1958,170,Total Secondary Education,£,2340000
CEPHA18C01,Government Expenditure on Education,1958,1958,180,State funds - Technical (Vocational),£,1158000
CEPHA18C01,Government Expenditure on Education,1958,1958,190,Local rates - Technical (Vocational),£,639000
CEPHA18C01,Government Expenditure on Education,1958,1958,200,Total Technical (Vocational),£,1797000
CEPHA18C01,Government Expenditure on Education,1958,1958,210,Total Universities and Colleges,£,1092000
CEPHA18C01,Government Expenditure on Education,1958,1958,220,Total Dublin Institute for Advanced Studies,£,64000
CEPHA18C01,Government Expenditure on Education,1958,1958,230,Total Science and Art,£,148000
CEPHA18C01,Government Expenditure on Education,1958,1958,240,Total Reformatory and Industrial Schools,£,387000
CEPHA18C01,Government Expenditure on Education,1958,1958,250,Total Education Expenditure,£,15304000
CEPHA18C01,Government Expenditure on Education,1958,1958,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1958,1958,270,Second Level Education (Post Primary),£,
